what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330700356995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330700361036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330700377853
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1330700379771
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1330700382002
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1330700384919
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1330700387571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330700392251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330700393421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330700405154
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330700412782
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330700438584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330700529019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330700531141
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330702892900
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330702893571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330706553885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330706557127
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330706677774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330706679915
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330706739849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330706741851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330706784772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330706794269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330706932438
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330706934677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330706958979
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330706969338
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330709717575
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330709719475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330709908643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330710365705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330710795589
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330710796950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330724774799
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330724777073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330724784595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330724785256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330725449365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330725619529
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330725621663
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1330725623548
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330725628150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330725709521
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330725925208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330725975246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330725984921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330726202906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330726204343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330726232776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330726340016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330726747770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330726747914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330726750256
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330726750459
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1330726751114
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1330726751161
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1330726751161
