what,kind,bundleId,bundleVersion,description,time
no handler,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1330968238147
no handler,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1330968238147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330968347678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330968358389
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1330968365515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1330968396101
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330968400777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330968794426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330968870672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330968926273
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330968930355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330968994703
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1330969030458
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1330969030509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1330969038337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330970984222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330970988072
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1330971005331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330971037238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330971047049
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.override.methods",1330971047174
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330971061929
